Name,Description,Discovery Date,Detection Method,Mass,Planet Radius,Planet Type,Orbital Radius,Eccentricity,Orbital Period,File,Uuid,Link
hd-207832-b,"""HD 207832 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.56 Jupiters, it takes 160.1 days to complete one orbit of its star, and is 0.586 AU from its star. Its discovery was announced in 2012.""",2012,Radial Velocity,0.56 Jupiters,1.26 x Jupiter (estimate),Gas Giant,0.586 AU,0.2,160.1 days,exoplanet_details/hd-207832-b/,43d194c7-2b9a-40ae-80c4-39391542f51a,https://exoplanets.nasa.gov//exoplanet-catalog/6898/hd-207832-b/
hd-207832-c,"""HD 207832 c is a gas giant exoplanet that orbits a G-type star. Its mass is 0.73 Jupiters, it takes 3.2 years to complete one orbit of its star, and is 2.112 AU from its star. Its discovery was announced in 2012.""",2012,Radial Velocity,0.73 Jupiters,1.25 x Jupiter (estimate),Gas Giant,2.112 AU,0.27,3.2 years,exoplanet_details/hd-207832-c/,df3099be-5e71-4947-bce8-5ad0634f92db,https://exoplanets.nasa.gov//exoplanet-catalog/6899/hd-207832-c/
hd-207897-b,"""HD 207897 b is a super Earth exoplanet that orbits a K-type star. Its mass is 14.4 Earths, it takes 16.2 days to complete one orbit of its star, and is 0.1163 AU from its star. Its discovery was announced in 2021.""",2021,Transit,14.4 Earths,0.223 x Jupiter,Super Earth,0.1163 AU,0.05,16.2 days,exoplanet_details/hd-207897-b/,168db59d-af8a-414d-8f92-3fb2c06dc607,https://exoplanets.nasa.gov//exoplanet-catalog/8046/hd-207897-b/
hd-20794-b,"""HD 20794 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.7 Earths, it takes 18.3 days to complete one orbit of its star, and is 0.1207 AU from its star. Its discovery was announced in 2011.""",2011,Radial Velocity,2.7 Earths,1.45 x Earth (estimate),Super Earth,0.1207 AU,0.0,18.3 days,exoplanet_details/hd-20794-b/,559bd4de-885f-4e70-abef-442429b4f347,https://exoplanets.nasa.gov//exoplanet-catalog/6591/hd-20794-b/
hd-20794-c,"""HD 20794 c is a super Earth exoplanet that orbits a G-type star. Its mass is 2.4 Earths, it takes 40.1 days to complete one orbit of its star, and is 0.2036 AU from its star. Its discovery was announced in 2011.""",2011,Radial Velocity,2.4 Earths,1.35 x Earth (estimate),Super Earth,0.2036 AU,0.0,40.1 days,exoplanet_details/hd-20794-c/,78717832-d4ba-4e40-b637-25b790c28c77,https://exoplanets.nasa.gov//exoplanet-catalog/6592/hd-20794-c/
hd-20794-d,"""HD 20794 d is a super Earth exoplanet that orbits a G-type star. Its mass is 4.8 Earths, it takes 90.3 days to complete one orbit of its star, and is 0.3499 AU from its star. Its discovery was announced in 2011.""",2011,Radial Velocity,4.8 Earths,2.04 x Earth (estimate),Super Earth,0.3499 AU,0.0,90.3 days,exoplanet_details/hd-20794-d/,36838894-b56d-4757-b563-e35fba90f537,https://exoplanets.nasa.gov//exoplanet-catalog/6593/hd-20794-d/
hd-20794-e,"""HD 20794 e is a super Earth exoplanet that orbits a G-type star. Its mass is 4.77 Earths, it takes 147 days to complete one orbit of its star, and is 0.509 AU from its star. Its discovery was announced in 2017.""",2017,Radial Velocity,4.77 Earths,2.03 x Earth (estimate),Super Earth,0.509 AU,0.29,147 days,exoplanet_details/hd-20794-e/,720dcde1-e071-4630-b203-ef65dff97c9f,https://exoplanets.nasa.gov//exoplanet-catalog/7199/hd-20794-e/
hd-208487-b,"""HD 208487 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.52 Jupiters, it takes 130.1 days to complete one orbit of its star, and is 0.524 AU from its star. Its discovery was announced in 2004.""",2004,Radial Velocity,0.52 Jupiters,1.27 x Jupiter (estimate),Gas Giant,0.524 AU,0.24,130.1 days,exoplanet_details/hd-208487-b/,3dd97613-0b65-4e94-9b5c-37736873ab54,https://exoplanets.nasa.gov//exoplanet-catalog/6901/hd-208487-b/
hd-208527-b,"""HD 208527 b is a gas giant exoplanet that orbits a K-type star. Its mass is 9.9 Jupiters, it takes 2.4 years to complete one orbit of its star, and is 2.1 AU from its star. Its discovery was announced in 2012.""",2012,Radial Velocity,9.9 Jupiters,1.11 x Jupiter (estimate),Gas Giant,2.1 AU,0.08,2.4 years,exoplanet_details/hd-208527-b/,ce8a8284-2420-480c-ae0f-ea6e73f9b73a,https://exoplanets.nasa.gov//exoplanet-catalog/6900/hd-208527-b/
hd-20868-b,"""HD 20868 b is a gas giant exoplanet that orbits a K-type star. Its mass is 1.25 Jupiters, it takes 380.9 days to complete one orbit of its star, and is 0.95 AU from its star. Its discovery was announced in 2008.""",2008,Radial Velocity,1.25 Jupiters,1.22 x Jupiter (estimate),Gas Giant,0.95 AU,0.75,380.9 days,exoplanet_details/hd-20868-b/,9f803902-1a9e-4998-9f1a-a68cb79c7a1c,https://exoplanets.nasa.gov//exoplanet-catalog/6595/hd-20868-b/
hd-208897-b,"""HD 208897 b is a gas giant exoplanet that orbits a K-type star. Its mass is 1.4 Jupiters, it takes 352.7 days to complete one orbit of its star, and is 1.05 AU from its star. Its discovery was announced in 2017.""",2017,Radial Velocity,1.4 Jupiters,1.21 x Jupiter (estimate),Gas Giant,1.05 AU,0.07,352.7 days,exoplanet_details/hd-208897-b/,aa09a970-8d8f-487a-8d17-f8f9730bcb91,https://exoplanets.nasa.gov//exoplanet-catalog/7185/hd-208897-b/
hd-209458-b,"""HD 209458 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.73 Jupiters, it takes 3.5 days to complete one orbit of its star, and is 0.04707 AU from its star. Its discovery was announced in 1999.""",1999,Radial Velocity,0.73 Jupiters,1.39 x Jupiter,Gas Giant,0.04707 AU,0.0,3.5 days,exoplanet_details/hd-209458-b/,f1cd7e49-339b-4ef3-b631-dc434a074da1,https://exoplanets.nasa.gov//exoplanet-catalog/6902/hd-209458-b/
hd-210193-b,"""HD 210193 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.4817 Jupiters, it takes 1.8 years to complete one orbit of its star, and is 1.487 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,0.4817 Jupiters,1.27 x Jupiter (estimate),Gas Giant,1.487 AU,0.24,1.8 years,exoplanet_details/hd-210193-b/,e3818f76-984c-4f27-8d60-1cd81711e744,https://exoplanets.nasa.gov//exoplanet-catalog/7371/hd-210193-b/
hd-210277-b,"""HD 210277 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.29 Jupiters, it takes 442.2 days to complete one orbit of its star, and is 1.13 AU from its star. Its discovery was announced in 1998.""",1998,Radial Velocity,1.29 Jupiters,1.22 x Jupiter (estimate),Gas Giant,1.13 AU,0.48,442.2 days,exoplanet_details/hd-210277-b/,0d6ef801-8cd2-415e-aec4-556d0ebce718,https://exoplanets.nasa.gov//exoplanet-catalog/6903/hd-210277-b/
hd-210702-b,"""HD 210702 b is a gas giant exoplanet that orbits a K-type star. Its mass is 1.808 Jupiters, it takes 354.1 days to complete one orbit of its star, and is 1.148 AU from its star. Its discovery was announced in 2007.""",2007,Radial Velocity,1.808 Jupiters,1.2 x Jupiter (estimate),Gas Giant,1.148 AU,0.03,354.1 days,exoplanet_details/hd-210702-b/,13d2347d-59bd-422b-90b4-956685c55a9e,https://exoplanets.nasa.gov//exoplanet-catalog/6904/hd-210702-b/
hd-211403-b,"""HD 211403 b is a gas giant exoplanet that orbits an F-type star. Its mass is 5.54 Jupiters, it takes 223.8 days to complete one orbit of its star, and is 0.768 AU from its star. Its discovery was announced in 2021.""",2021,Radial Velocity,5.54 Jupiters,1.14 x Jupiter (estimate),Gas Giant,0.768 AU,0.08,223.8 days,exoplanet_details/hd-211403-b/,930ccef4-7b54-43c6-9be1-c9bd44f799c4,https://exoplanets.nasa.gov//exoplanet-catalog/7927/hd-211403-b/
hd-211810-b,"""HD 211810 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.67 Jupiters, it takes 4.3 years to complete one orbit of its star, and is 2.656 AU from its star. Its discovery was announced in 2018.""",2018,Radial Velocity,0.67 Jupiters,1.25 x Jupiter (estimate),Gas Giant,2.656 AU,0.68,4.3 years,exoplanet_details/hd-211810-b/,c32c90ea-3fa6-4f8f-8754-4279e59a4253,https://exoplanets.nasa.gov//exoplanet-catalog/7267/hd-211810-b/
hd-211970-b,"""HD 211970 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 13 Earths, it takes 25.2 days to complete one orbit of its star, and is 0.143 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,13 Earths,0.327 x Jupiter (estimate),Neptune-like,0.143 AU,0.15,25.2 days,exoplanet_details/hd-211970-b/,8647ade5-036f-4516-bb34-3c9563fee0a4,https://exoplanets.nasa.gov//exoplanet-catalog/7372/hd-211970-b/
hd-212301-b,"""HD 212301 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.51 Jupiters, it takes 2.2 days to complete one orbit of its star, and is 0.03 AU from its star. Its discovery was announced in 2005.""",2005,Radial Velocity,0.51 Jupiters,1.27 x Jupiter (estimate),Gas Giant,0.03 AU,0.0,2.2 days,exoplanet_details/hd-212301-b/,cb235dfa-db95-46c2-a033-98c8938d44e2,https://exoplanets.nasa.gov//exoplanet-catalog/6825/hd-212301-b/
hd-212771-b,"""HD 212771 b is a gas giant exoplanet that orbits a K-type star. Its mass is 2.39 Jupiters, it takes 380.7 days to complete one orbit of its star, and is 1.19 AU from its star. Its discovery was announced in 2009.""",2009,Radial Velocity,2.39 Jupiters,1.18 x Jupiter (estimate),Gas Giant,1.19 AU,0.08,380.7 days,exoplanet_details/hd-212771-b/,b8686c8f-3a94-42ff-b5fa-634b173a732d,https://exoplanets.nasa.gov//exoplanet-catalog/6905/hd-212771-b/
hd-213240-b,"""HD 213240 b is a gas giant exoplanet that orbits a G-type star. Its mass is 5.58 Jupiters, it takes 2.4 years to complete one orbit of its star, and is 1.89 AU from its star. Its discovery was announced in 2001.""",2001,Radial Velocity,5.58 Jupiters,1.14 x Jupiter (estimate),Gas Giant,1.89 AU,0.42,2.4 years,exoplanet_details/hd-213240-b/,7dd9d3d0-0040-4c8b-a95f-95afa567ac04,https://exoplanets.nasa.gov//exoplanet-catalog/6826/hd-213240-b/
hd-213472-b,"""HD 213472 b is a gas giant exoplanet that orbits a G-type star. Its mass is 3.5 Jupiters, it takes 46.6 years to complete one orbit of its star, and is 13 AU from its star. Its discovery was announced in 2021.""",2021,Radial Velocity,3.5 Jupiters,1.17 x Jupiter (estimate),Gas Giant,13.0 AU,0.53,46.6 years,exoplanet_details/hd-213472-b/,c661fe84-18b6-40bc-b9b6-1b92892537b2,https://exoplanets.nasa.gov//exoplanet-catalog/7884/hd-213472-b/
hd-213885-b,"""HD 213885 b is a super Earth exoplanet that orbits a G-type star. Its mass is 8.83 Earths, it takes 1 days to complete one orbit of its star, and is 0.02012 AU from its star. Its discovery was announced in 2019.""",2019,Transit,8.83 Earths,1.745 x Earth,Super Earth,0.02012 AU,0.0,1 days,exoplanet_details/hd-213885-b/,e733d5f5-ed04-42d4-a5ee-abff114fd985,https://exoplanets.nasa.gov//exoplanet-catalog/7536/hd-213885-b/
hd-213885-c,"""HD 213885 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 19.95 Earths, it takes 4.8 days to complete one orbit of its star, and is 0.056798 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,19.95 Earths,0.42 x Jupiter (estimate),Neptune-like,0.056798 AU,0.0,4.8 days,exoplanet_details/hd-213885-c/,62f0fbf9-fd1e-4ebd-a2bd-1db13404e018,https://exoplanets.nasa.gov//exoplanet-catalog/7537/hd-213885-c/
hd-21411-b,"""HD 21411 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.20734 Jupiters, it takes 84.3 days to complete one orbit of its star, and is 0.362 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,0.20734 Jupiters,0.85 x Jupiter (estimate),Gas Giant,0.362 AU,0.4,84.3 days,exoplanet_details/hd-21411-b/,ae6ac1a4-0a77-4492-9853-e5e2d27de07f,https://exoplanets.nasa.gov//exoplanet-catalog/7378/hd-21411-b/
hd-214823-b,"""HD 214823 b is a gas giant exoplanet that orbits a G-type star. Its mass is 20.3 Jupiters, it takes 5.1 years to complete one orbit of its star, and is 3.23 AU from its star. Its discovery was announced in 2016.""",2016,Radial Velocity,20.3 Jupiters,1.08 x Jupiter (estimate),Gas Giant,3.23 AU,0.16,5.1 years,exoplanet_details/hd-214823-b/,af39ccbf-ce31-4114-bd4f-0d15ecdd1503,https://exoplanets.nasa.gov//exoplanet-catalog/7157/hd-214823-b/
hd-215152-b,"""HD 215152 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.819 Earths, it takes 5.8 days to complete one orbit of its star, and is 0.057638 AU from its star. Its discovery was announced in 2018.""",2018,Radial Velocity,1.819 Earths,1.19 x Earth (estimate),Super Earth,0.057638 AU,0.0,5.8 days,exoplanet_details/hd-215152-b/,7c3aaeac-5ad9-4322-bcd4-9c4c299bd2e7,https://exoplanets.nasa.gov//exoplanet-catalog/7258/hd-215152-b/
hd-215152-c,"""HD 215152 c is a super Earth exoplanet that orbits a K-type star. Its mass is 1.72 Earths, it takes 7.3 days to complete one orbit of its star, and is 0.067393 AU from its star. Its discovery was announced in 2018.""",2018,Radial Velocity,1.72 Earths,1.17 x Earth (estimate),Super Earth,0.067393 AU,0.0,7.3 days,exoplanet_details/hd-215152-c/,8ffa892f-0e4b-4443-98b1-c88595959e1f,https://exoplanets.nasa.gov//exoplanet-catalog/7259/hd-215152-c/
hd-215152-d,"""HD 215152 d is a super Earth exoplanet that orbits a K-type star. Its mass is 2.801 Earths, it takes 10.9 days to complete one orbit of its star, and is 0.08799 AU from its star. Its discovery was announced in 2018.""",2018,Radial Velocity,2.801 Earths,1.48 x Earth (estimate),Super Earth,0.08799 AU,0.0,10.9 days,exoplanet_details/hd-215152-d/,d7870592-52c6-496c-83f6-266741a60a0b,https://exoplanets.nasa.gov//exoplanet-catalog/7260/hd-215152-d/
hd-215152-e,"""HD 215152 e is a super Earth exoplanet that orbits a K-type star. Its mass is 2.877 Earths, it takes 25.2 days to complete one orbit of its star, and is 0.15417 AU from its star. Its discovery was announced in 2018.""",2018,Radial Velocity,2.877 Earths,1.51 x Earth (estimate),Super Earth,0.15417 AU,0.0,25.2 days,exoplanet_details/hd-215152-e/,035ac9e1-09d6-485e-924e-64afdd1ff12c,https://exoplanets.nasa.gov//exoplanet-catalog/7261/hd-215152-e/
hd-215497-b,"""HD 215497 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.3566 Earths, it takes 3.9 days to complete one orbit of its star, and is 0.05 AU from its star. Its discovery was announced in 2009.""",2009,Radial Velocity,6.3566 Earths,0.214 x Jupiter (estimate),Neptune-like,0.05 AU,0.16,3.9 days,exoplanet_details/hd-215497-b/,533c3ac3-d2c1-4297-bc0e-5e0b0b22a986,https://exoplanets.nasa.gov//exoplanet-catalog/6827/hd-215497-b/
hd-215497-c,"""HD 215497 c is a gas giant exoplanet that orbits a K-type star. Its mass is 0.33 Jupiters, it takes 1.6 years to complete one orbit of its star, and is 1.282 AU from its star. Its discovery was announced in 2009.""",2009,Radial Velocity,0.33 Jupiters,1.11 x Jupiter (estimate),Gas Giant,1.282 AU,0.49,1.6 years,exoplanet_details/hd-215497-c/,530288fe-2609-4859-b338-80f501fea430,https://exoplanets.nasa.gov//exoplanet-catalog/6828/hd-215497-c/
hd-216435-b,"""HD 216435 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.26 Jupiters, it takes 3.6 years to complete one orbit of its star, and is 2.56 AU from its star. Its discovery was announced in 2002.""",2002,Radial Velocity,1.26 Jupiters,1.22 x Jupiter (estimate),Gas Giant,2.56 AU,0.07,3.6 years,exoplanet_details/hd-216435-b/,4c606721-b73e-474a-907f-9852419cb053,https://exoplanets.nasa.gov//exoplanet-catalog/6829/hd-216435-b/
hd-216437-b,"""HD 216437 b is a gas giant exoplanet that orbits a G-type star. Its mass is 2.223 Jupiters, it takes 3.7 years to complete one orbit of its star, and is 2.497 AU from its star. Its discovery was announced in 2002.""",2002,Radial Velocity,2.223 Jupiters,1.19 x Jupiter (estimate),Gas Giant,2.497 AU,0.32,3.7 years,exoplanet_details/hd-216437-b/,e8c8df76-5036-4650-972a-cfe6398d7c3d,https://exoplanets.nasa.gov//exoplanet-catalog/6830/hd-216437-b/
hd-216520-b,"""HD 216520 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 10.26 Earths, it takes 35.5 days to complete one orbit of its star, and is 0.198 AU from its star. Its discovery was announced in 2020.""",2020,Radial Velocity,10.26 Earths,0.284 x Jupiter (estimate),Neptune-like,0.198 AU,0.09,35.5 days,exoplanet_details/hd-216520-b/,e1d37f1e-7d44-4dae-8b93-464497e3bcd4,https://exoplanets.nasa.gov//exoplanet-catalog/7787/hd-216520-b/
hd-216520-c,"""HD 216520 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 9.44 Earths, it takes 154.4 days to complete one orbit of its star, and is 0.528 AU from its star. Its discovery was announced in 2020.""",2020,Radial Velocity,9.44 Earths,0.271 x Jupiter (estimate),Neptune-like,0.528 AU,0.12,154.4 days,exoplanet_details/hd-216520-c/,b91a28ed-4e4f-4bf9-a0b1-59200d4f8978,https://exoplanets.nasa.gov//exoplanet-catalog/7788/hd-216520-c/
hd-216536-b,"""HD 216536 b is a gas giant exoplanet that orbits a K-type star. Its mass is 1.05 Jupiters, it takes 148.6 days to complete one orbit of its star, and is 0.61 AU from its star. Its discovery was announced in 2015.""",2015,Radial Velocity,1.05 Jupiters,1.23 x Jupiter (estimate),Gas Giant,0.61 AU,0.38,148.6 days,exoplanet_details/hd-216536-b/,ceac7f46-7430-4a54-9293-5b5a4efbdcf3,https://exoplanets.nasa.gov//exoplanet-catalog/6831/hd-216536-b/
hd-216770-b,"""HD 216770 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.57 Jupiters, it takes 118.5 days to complete one orbit of its star, and is 0.46 AU from its star. Its discovery was announced in 2003.""",2003,Radial Velocity,0.57 Jupiters,1.26 x Jupiter (estimate),Gas Giant,0.46 AU,0.37,118.5 days,exoplanet_details/hd-216770-b/,30363044-84d5-460b-8617-f8f3283d49f8,https://exoplanets.nasa.gov//exoplanet-catalog/6832/hd-216770-b/
hd-21693-b,"""HD 21693 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.23 Earths, it takes 22.7 days to complete one orbit of its star, and is 0.1455 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,8.23 Earths,0.25 x Jupiter (estimate),Neptune-like,0.1455 AU,0.12,22.7 days,exoplanet_details/hd-21693-b/,600a7c54-20f3-47f2-b207-d96df625db0c,https://exoplanets.nasa.gov//exoplanet-catalog/7309/hd-21693-b/
hd-21693-c,"""HD 21693 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 17.37 Earths, it takes 53.7 days to complete one orbit of its star, and is 0.2586 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,17.37 Earths,0.387 x Jupiter (estimate),Neptune-like,0.2586 AU,0.07,53.7 days,exoplanet_details/hd-21693-c/,c85231f3-13e5-41fc-b989-b56162dfe216,https://exoplanets.nasa.gov//exoplanet-catalog/7310/hd-21693-c/
hd-217107-b,"""HD 217107 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.3 Jupiters, it takes 7.1 days to complete one orbit of its star, and is 0.08 AU from its star. Its discovery was announced in 1998.""",1998,Radial Velocity,1.3 Jupiters,1.22 x Jupiter (estimate),Gas Giant,0.08 AU,0.13,7.1 days,exoplanet_details/hd-217107-b/,50a56f9d-dcaa-418e-95ad-ac6806b85162,https://exoplanets.nasa.gov//exoplanet-catalog/6833/hd-217107-b/
